MonthStart,Disease,PatientCount,ClaimAmount
1993-04-01,Chronic pain (finding),1,500
1993-09-01,Chronic pain (finding),1,500
1994-04-01,Chronic pain (finding),1,500
1994-05-01,Chronic pain (finding),1,500
1994-10-01,Chronic pain (finding),1,500
1994-11-01,Chronic pain (finding),1,500
1995-07-01,Chronic pain (finding),1,500
1995-12-01,Chronic pain (finding),1,500
1997-03-01,Chronic pain (finding),1,500
1997-05-01,Chronic pain (finding),1,500
1999-10-01,Chronic pain (finding),1,500
2002-05-01,Chronic pain (finding),1,500
2003-11-01,Chronic pain (finding),1,500
2006-10-01,Chronic pain (finding),2,1000
2006-11-01,Chronic pain (finding),1,500
2006-12-01,Chronic pain (finding),1,500
2007-06-01,Chronic pain (finding),1,500
2008-07-01,Chronic pain (finding),1,500
2009-01-01,Chronic pain (finding),1,500
2009-11-01,Chronic pain (finding),1,500
2010-02-01,Chronic pain (finding),1,500
2010-06-01,Chronic pain (finding),1,500
2010-11-01,Chronic pain (finding),1,500
2011-08-01,Chronic pain (finding),1,500
2011-10-01,Chronic pain (finding),1,500
2013-12-01,Chronic pain (finding),1,500
2014-01-01,Chronic pain (finding),50,25000
2014-02-01,Chronic pain (finding),258,129000
2014-03-01,Chronic pain (finding),5,2500
2014-04-01,Chronic pain (finding),2,1000
2014-05-01,Chronic pain (finding),2,1000
2014-06-01,Chronic pain (finding),2,1000
2014-09-01,Chronic pain (finding),1,500
2014-11-01,Chronic pain (finding),1,500
2014-12-01,Chronic pain (finding),2,1000
2015-02-01,Chronic pain (finding),1,500
2015-03-01,Chronic pain (finding),3,1500
2015-05-01,Chronic pain (finding),1,500
2015-06-01,Chronic pain (finding),1,500
2015-07-01,Chronic pain (finding),1,500
2015-09-01,Chronic pain (finding),1,500
2016-01-01,Chronic pain (finding),1,500
2016-02-01,Chronic pain (finding),1,500
2016-03-01,Chronic pain (finding),1,500
2016-04-01,Chronic pain (finding),1,500
2016-06-01,Chronic pain (finding),1,500
2016-08-01,Chronic pain (finding),1,500
2016-10-01,Chronic pain (finding),1,500
2017-03-01,Chronic pain (finding),2,1000
2017-04-01,Chronic pain (finding),2,1000
2017-10-01,Chronic pain (finding),1,500
2017-11-01,Chronic pain (finding),2,1000
2018-04-01,Chronic pain (finding),2,1000
2018-08-01,Chronic pain (finding),1,500
2018-10-01,Chronic pain (finding),3,1500
2019-01-01,Chronic pain (finding),1,500
2019-05-01,Chronic pain (finding),1,500
2019-06-01,Chronic pain (finding),1,500
2019-07-01,Chronic pain (finding),1,500
2020-01-01,Chronic pain (finding),2,1000
2020-03-01,Chronic pain (finding),1,500
2020-05-01,Chronic pain (finding),3,1500
2020-06-01,Chronic pain (finding),1,500
2020-07-01,Chronic pain (finding),1,500
2020-09-01,Chronic pain (finding),4,2000
2020-11-01,Chronic pain (finding),1,500
2020-12-01,Chronic pain (finding),4,2000
2021-02-01,Chronic pain (finding),2,1000
2021-04-01,Chronic pain (finding),1,500
2021-06-01,Chronic pain (finding),1,500
2021-08-01,Chronic pain (finding),1,500
2021-09-01,Chronic pain (finding),1,500
2021-12-01,Chronic pain (finding),1,500
2022-02-01,Chronic pain (finding),1,500
2022-04-01,Chronic pain (finding),3,1500
2022-05-01,Chronic pain (finding),2,1000
2022-06-01,Chronic pain (finding),1,500
2022-07-01,Chronic pain (finding),1,500
2022-12-01,Chronic pain (finding),2,1000
2023-02-01,Chronic pain (finding),2,1000
2023-03-01,Chronic pain (finding),1,500
2023-04-01,Chronic pain (finding),1,500
2023-06-01,Chronic pain (finding),1,500
2023-07-01,Chronic pain (finding),1,500
2024-01-01,Chronic pain (finding),1,500
2024-04-01,Chronic pain (finding),1,500
2024-05-01,Chronic pain (finding),1,500
2024-06-01,Chronic pain (finding),2,1000
2024-07-01,Chronic pain (finding),1,500
2024-08-01,Chronic pain (finding),1,500
2024-10-01,Chronic pain (finding),1,500
2024-11-01,Chronic pain (finding),2,1000
2025-03-01,Chronic pain (finding),2,1000
2025-05-01,Chronic pain (finding),2,1000
2025-09-01,Chronic pain (finding),1,500
2025-10-01,Chronic pain (finding),1,500
2025-11-01,Chronic pain (finding),1,500
1918-04-01,Chronic sinusitis (disorder),1,500
1924-12-01,Chronic sinusitis (disorder),1,500
1926-07-01,Chronic sinusitis (disorder),1,500
1929-02-01,Chronic sinusitis (disorder),1,500
1929-09-01,Chronic sinusitis (disorder),1,500
1933-02-01,Chronic sinusitis (disorder),1,500
1934-12-01,Chronic sinusitis (disorder),1,500
1939-12-01,Chronic sinusitis (disorder),1,500
1940-03-01,Chronic sinusitis (disorder),1,500
1940-07-01,Chronic sinusitis (disorder),1,500
1942-02-01,Chronic sinusitis (disorder),1,500
1943-01-01,Chronic sinusitis (disorder),1,500
1943-08-01,Chronic sinusitis (disorder),1,500
1943-12-01,Chronic sinusitis (disorder),1,500
1945-08-01,Chronic sinusitis (disorder),1,500
1946-08-01,Chronic sinusitis (disorder),1,500
1947-02-01,Chronic sinusitis (disorder),1,500
1947-03-01,Chronic sinusitis (disorder),1,500
1951-06-01,Chronic sinusitis (disorder),1,500
1954-12-01,Chronic sinusitis (disorder),1,500
1955-12-01,Chronic sinusitis (disorder),1,500
1956-01-01,Chronic sinusitis (disorder),1,500
1956-03-01,Chronic sinusitis (disorder),1,500
1956-10-01,Chronic sinusitis (disorder),1,500
1957-07-01,Chronic sinusitis (disorder),1,500
1957-11-01,Chronic sinusitis (disorder),1,500
1959-04-01,Chronic sinusitis (disorder),1,500
1960-01-01,Chronic sinusitis (disorder),1,500
1960-04-01,Chronic sinusitis (disorder),2,1000
1960-06-01,Chronic sinusitis (disorder),2,1000
1960-10-01,Chronic sinusitis (disorder),1,500
1961-12-01,Chronic sinusitis (disorder),1,500
1962-06-01,Chronic sinusitis (disorder),1,500
1962-08-01,Chronic sinusitis (disorder),1,500
1962-10-01,Chronic sinusitis (disorder),1,500
1963-02-01,Chronic sinusitis (disorder),1,500
1963-09-01,Chronic sinusitis (disorder),1,500
1964-04-01,Chronic sinusitis (disorder),1,500
1964-12-01,Chronic sinusitis (disorder),2,1000
1965-05-01,Chronic sinusitis (disorder),1,500
1966-02-01,Chronic sinusitis (disorder),1,500
1967-07-01,Chronic sinusitis (disorder),1,500
1968-12-01,Chronic sinusitis (disorder),1,500
1969-06-01,Chronic sinusitis (disorder),1,500
1969-07-01,Chronic sinusitis (disorder),1,500
1969-10-01,Chronic sinusitis (disorder),1,500
1970-01-01,Chronic sinusitis (disorder),1,500
1970-03-01,Chronic sinusitis (disorder),1,500
1970-06-01,Chronic sinusitis (disorder),2,1000
1970-08-01,Chronic sinusitis (disorder),2,1000
1970-09-01,Chronic sinusitis (disorder),1,500
1971-01-01,Chronic sinusitis (disorder),1,500
1971-04-01,Chronic sinusitis (disorder),1,500
1971-06-01,Chronic sinusitis (disorder),1,500
1971-08-01,Chronic sinusitis (disorder),1,500
1971-09-01,Chronic sinusitis (disorder),1,500
1971-10-01,Chronic sinusitis (disorder),1,500
1972-07-01,Chronic sinusitis (disorder),1,500
1973-08-01,Chronic sinusitis (disorder),1,500
1973-10-01,Chronic sinusitis (disorder),1,500
1974-06-01,Chronic sinusitis (disorder),2,1000
1975-04-01,Chronic sinusitis (disorder),1,500
1975-05-01,Chronic sinusitis (disorder),2,1000
1975-07-01,Chronic sinusitis (disorder),2,1000
1975-11-01,Chronic sinusitis (disorder),2,1000
1975-12-01,Chronic sinusitis (disorder),1,500
1976-01-01,Chronic sinusitis (disorder),3,1500
1976-04-01,Chronic sinusitis (disorder),1,500
1976-06-01,Chronic sinusitis (disorder),2,1000
1976-10-01,Chronic sinusitis (disorder),1,500
1977-04-01,Chronic sinusitis (disorder),1,500
1977-05-01,Chronic sinusitis (disorder),1,500
1977-06-01,Chronic sinusitis (disorder),1,500
1977-10-01,Chronic sinusitis (disorder),1,500
1977-12-01,Chronic sinusitis (disorder),1,500
1978-01-01,Chronic sinusitis (disorder),2,1000
1978-03-01,Chronic sinusitis (disorder),1,500
1979-03-01,Chronic sinusitis (disorder),2,1000
1979-04-01,Chronic sinusitis (disorder),1,500
1979-07-01,Chronic sinusitis (disorder),1,500
1979-09-01,Chronic sinusitis (disorder),1,500
1980-02-01,Chronic sinusitis (disorder),1,500
1980-05-01,Chronic sinusitis (disorder),1,500
1980-07-01,Chronic sinusitis (disorder),1,500
1981-05-01,Chronic sinusitis (disorder),1,500
1981-07-01,Chronic sinusitis (disorder),1,500
1981-08-01,Chronic sinusitis (disorder),3,1500
1981-10-01,Chronic sinusitis (disorder),1,500
1982-03-01,Chronic sinusitis (disorder),1,500
1982-10-01,Chronic sinusitis (disorder),1,500
1982-11-01,Chronic sinusitis (disorder),1,500
1982-12-01,Chronic sinusitis (disorder),1,500
1983-01-01,Chronic sinusitis (disorder),1,500
1983-04-01,Chronic sinusitis (disorder),1,500
1983-07-01,Chronic sinusitis (disorder),1,500
1983-11-01,Chronic sinusitis (disorder),1,500
1983-12-01,Chronic sinusitis (disorder),1,500
1984-01-01,Chronic sinusitis (disorder),1,500
1984-03-01,Chronic sinusitis (disorder),1,500
1984-04-01,Chronic sinusitis (disorder),1,500
1984-06-01,Chronic sinusitis (disorder),1,500
1984-09-01,Chronic sinusitis (disorder),1,500
1984-11-01,Chronic sinusitis (disorder),1,500
1985-04-01,Chronic sinusitis (disorder),2,1000
1985-05-01,Chronic sinusitis (disorder),1,500
1985-06-01,Chronic sinusitis (disorder),1,500
1985-07-01,Chronic sinusitis (disorder),1,500
1985-08-01,Chronic sinusitis (disorder),1,500
1986-04-01,Chronic sinusitis (disorder),1,500
1987-08-01,Chronic sinusitis (disorder),1,500
1987-12-01,Chronic sinusitis (disorder),1,500
1988-07-01,Chronic sinusitis (disorder),1,500
1988-10-01,Chronic sinusitis (disorder),1,500
1988-12-01,Chronic sinusitis (disorder),1,500
1989-02-01,Chronic sinusitis (disorder),1,500
1989-03-01,Chronic sinusitis (disorder),3,1500
1989-06-01,Chronic sinusitis (disorder),1,500
1989-10-01,Chronic sinusitis (disorder),2,1000
1989-12-01,Chronic sinusitis (disorder),1,500
1990-02-01,Chronic sinusitis (disorder),1,500
1990-05-01,Chronic sinusitis (disorder),1,500
1990-06-01,Chronic sinusitis (disorder),2,1000
1990-08-01,Chronic sinusitis (disorder),1,500
1990-09-01,Chronic sinusitis (disorder),1,500
1990-11-01,Chronic sinusitis (disorder),1,500
1991-03-01,Chronic sinusitis (disorder),1,500
1992-03-01,Chronic sinusitis (disorder),1,500
1992-07-01,Chronic sinusitis (disorder),1,500
1992-09-01,Chronic sinusitis (disorder),2,1000
1992-10-01,Chronic sinusitis (disorder),2,1000
1993-04-01,Chronic sinusitis (disorder),1,500
1993-05-01,Chronic sinusitis (disorder),1,500
1993-07-01,Chronic sinusitis (disorder),1,500
1994-02-01,Chronic sinusitis (disorder),2,1000
1994-04-01,Chronic sinusitis (disorder),2,1000
1994-09-01,Chronic sinusitis (disorder),1,500
1994-10-01,Chronic sinusitis (disorder),1,500
1994-11-01,Chronic sinusitis (disorder),1,500
1995-04-01,Chronic sinusitis (disorder),1,500
1995-05-01,Chronic sinusitis (disorder),1,500
1995-10-01,Chronic sinusitis (disorder),1,500
1995-11-01,Chronic sinusitis (disorder),2,1000
1995-12-01,Chronic sinusitis (disorder),1,500
1996-01-01,Chronic sinusitis (disorder),1,500
1996-02-01,Chronic sinusitis (disorder),1,500
1996-03-01,Chronic sinusitis (disorder),1,500
1996-04-01,Chronic sinusitis (disorder),2,1000
1996-05-01,Chronic sinusitis (disorder),1,500
1996-07-01,Chronic sinusitis (disorder),1,500
1996-10-01,Chronic sinusitis (disorder),1,500
1996-12-01,Chronic sinusitis (disorder),1,500
1997-01-01,Chronic sinusitis (disorder),2,1000
1997-02-01,Chronic sinusitis (disorder),1,500
1997-04-01,Chronic sinusitis (disorder),2,1000
1997-07-01,Chronic sinusitis (disorder),1,500
1997-08-01,Chronic sinusitis (disorder),2,1000
1997-09-01,Chronic sinusitis (disorder),1,500
1997-10-01,Chronic sinusitis (disorder),1,500
1997-12-01,Chronic sinusitis (disorder),2,1000
1998-02-01,Chronic sinusitis (disorder),1,500
1998-03-01,Chronic sinusitis (disorder),1,500
1998-04-01,Chronic sinusitis (disorder),1,500
1998-05-01,Chronic sinusitis (disorder),1,500
1998-06-01,Chronic sinusitis (disorder),1,500
1998-10-01,Chronic sinusitis (disorder),1,500
1998-11-01,Chronic sinusitis (disorder),1,500
1998-12-01,Chronic sinusitis (disorder),2,1000
1999-05-01,Chronic sinusitis (disorder),2,1000
1999-08-01,Chronic sinusitis (disorder),1,500
1999-10-01,Chronic sinusitis (disorder),1,500
1999-12-01,Chronic sinusitis (disorder),2,1000
2000-01-01,Chronic sinusitis (disorder),2,1000
2000-02-01,Chronic sinusitis (disorder),1,500
2000-03-01,Chronic sinusitis (disorder),1,500
2000-09-01,Chronic sinusitis (disorder),1,500
2001-01-01,Chronic sinusitis (disorder),1,500
2001-02-01,Chronic sinusitis (disorder),1,500
2001-04-01,Chronic sinusitis (disorder),1,500
2001-05-01,Chronic sinusitis (disorder),1,500
2001-07-01,Chronic sinusitis (disorder),1,500
2001-08-01,Chronic sinusitis (disorder),1,500
2001-10-01,Chronic sinusitis (disorder),1,500
2002-04-01,Chronic sinusitis (disorder),1,500
2002-07-01,Chronic sinusitis (disorder),1,500
2002-08-01,Chronic sinusitis (disorder),1,500
2002-09-01,Chronic sinusitis (disorder),1,500
2002-12-01,Chronic sinusitis (disorder),2,1000
2003-05-01,Chronic sinusitis (disorder),2,1000
2003-06-01,Chronic sinusitis (disorder),1,500
2003-08-01,Chronic sinusitis (disorder),2,1000
2003-09-01,Chronic sinusitis (disorder),1,500
2003-12-01,Chronic sinusitis (disorder),2,1000
2004-02-01,Chronic sinusitis (disorder),2,1000
2004-05-01,Chronic sinusitis (disorder),1,500
2004-06-01,Chronic sinusitis (disorder),2,1000
2004-08-01,Chronic sinusitis (disorder),1,500
2004-09-01,Chronic sinusitis (disorder),2,1000
2004-11-01,Chronic sinusitis (disorder),2,1000
2004-12-01,Chronic sinusitis (disorder),2,1000
2005-01-01,Chronic sinusitis (disorder),1,500
2005-02-01,Chronic sinusitis (disorder),1,500
2005-06-01,Chronic sinusitis (disorder),1,500
2005-07-01,Chronic sinusitis (disorder),2,1000
2005-10-01,Chronic sinusitis (disorder),4,2000
2006-01-01,Chronic sinusitis (disorder),2,1000
2006-02-01,Chronic sinusitis (disorder),1,500
2006-04-01,Chronic sinusitis (disorder),1,500
2006-09-01,Chronic sinusitis (disorder),1,500
2007-04-01,Chronic sinusitis (disorder),3,1500
2007-05-01,Chronic sinusitis (disorder),2,1000
2007-06-01,Chronic sinusitis (disorder),1,500
2007-09-01,Chronic sinusitis (disorder),1,500
2007-10-01,Chronic sinusitis (disorder),1,500
2007-11-01,Chronic sinusitis (disorder),1,500
2007-12-01,Chronic sinusitis (disorder),2,1000
2008-02-01,Chronic sinusitis (disorder),2,1000
2008-05-01,Chronic sinusitis (disorder),1,500
2009-03-01,Chronic sinusitis (disorder),4,2000
2009-07-01,Chronic sinusitis (disorder),1,500
2009-08-01,Chronic sinusitis (disorder),2,1000
2009-12-01,Chronic sinusitis (disorder),1,500
2010-02-01,Chronic sinusitis (disorder),1,500
2010-09-01,Chronic sinusitis (disorder),1,500
2010-10-01,Chronic sinusitis (disorder),3,1500
2011-01-01,Chronic sinusitis (disorder),1,500
2011-02-01,Chronic sinusitis (disorder),1,500
2011-05-01,Chronic sinusitis (disorder),1,500
2011-06-01,Chronic sinusitis (disorder),1,500
2011-08-01,Chronic sinusitis (disorder),3,1500
2011-09-01,Chronic sinusitis (disorder),2,1000
2011-10-01,Chronic sinusitis (disorder),2,1000
2011-11-01,Chronic sinusitis (disorder),1,500
2012-03-01,Chronic sinusitis (disorder),2,1000
2012-08-01,Chronic sinusitis (disorder),1,500
2012-09-01,Chronic sinusitis (disorder),1,500
2012-10-01,Chronic sinusitis (disorder),1,500
2012-12-01,Chronic sinusitis (disorder),2,1000
2013-02-01,Chronic sinusitis (disorder),1,500
2013-07-01,Chronic sinusitis (disorder),1,500
2013-10-01,Chronic sinusitis (disorder),1,500
2013-12-01,Chronic sinusitis (disorder),1,500
2014-06-01,Chronic sinusitis (disorder),1,500
2014-07-01,Chronic sinusitis (disorder),2,1000
2014-10-01,Chronic sinusitis (disorder),1,500
2015-01-01,Chronic sinusitis (disorder),1,500
2015-02-01,Chronic sinusitis (disorder),1,500
2015-04-01,Chronic sinusitis (disorder),1,500
2015-05-01,Chronic sinusitis (disorder),2,1000
2015-06-01,Chronic sinusitis (disorder),2,1000
2015-10-01,Chronic sinusitis (disorder),1,500
2016-03-01,Chronic sinusitis (disorder),1,500
2016-04-01,Chronic sinusitis (disorder),1,500
2016-07-01,Chronic sinusitis (disorder),1,500
2016-08-01,Chronic sinusitis (disorder),1,500
2016-09-01,Chronic sinusitis (disorder),1,500
2016-12-01,Chronic sinusitis (disorder),1,500
2017-01-01,Chronic sinusitis (disorder),1,500
2017-03-01,Chronic sinusitis (disorder),1,500
2017-04-01,Chronic sinusitis (disorder),4,2000
2017-09-01,Chronic sinusitis (disorder),3,1500
2017-10-01,Chronic sinusitis (disorder),1,500
2017-11-01,Chronic sinusitis (disorder),6,3000
2017-12-01,Chronic sinusitis (disorder),1,500
2018-05-01,Chronic sinusitis (disorder),1,500
2018-07-01,Chronic sinusitis (disorder),2,1000
2018-08-01,Chronic sinusitis (disorder),1,500
2018-10-01,Chronic sinusitis (disorder),1,500
2018-11-01,Chronic sinusitis (disorder),2,1000
2018-12-01,Chronic sinusitis (disorder),2,1000
2019-03-01,Chronic sinusitis (disorder),1,500
2019-05-01,Chronic sinusitis (disorder),1,500
2019-07-01,Chronic sinusitis (disorder),2,1000
2019-09-01,Chronic sinusitis (disorder),1,500
2019-10-01,Chronic sinusitis (disorder),1,500
2019-12-01,Chronic sinusitis (disorder),1,500
2020-01-01,Chronic sinusitis (disorder),2,1000
2020-04-01,Chronic sinusitis (disorder),1,500
2020-08-01,Chronic sinusitis (disorder),1,500
2020-09-01,Chronic sinusitis (disorder),2,1000
